dstport,protocol,tag
5,bbn-rcc-mon,sv_P430
77,dcn-meas,sv_P222
52,igp,sv_P263
51,cbt,sv_P464
0,ggp,sv_P743
58,cbt,sv_P210
125,mfe-nsp,sv_P219
98,igp,sv_P508
96,udp,sv_P649
40,st,sv_P442
93,leaf-1,sv_P330
59,st,sv_P502
119,leaf-2,sv_P480
36,trunk-2,sv_P188
99,udp,sv_P81
70,egp,sv_P923
112,xns-idp,sv_P763
38,dcn-meas,sv_P757
68,emcon,sv_P67
24,prm,sv_P456
17,netblt,sv_P593
29,tcp,sv_P436
108,igmp,sv_P7
1,cbt,sv_P499
29,dcn-meas,sv_P487
109,dcn-meas,sv_P285
89,argus,sv_P669
82,chaos,sv_P656
102,bbn-rcc-mon,sv_P574
39,tcp,sv_P659
49,ipv4,sv_P857
53,rdp,sv_P324
64,nvp-II,sv_P697
37,bbn-rcc-mon,sv_P950
100,xns-idp,sv_P945
138,udp,sv_P191
45,ggp,sv_P350
20,ipv4,sv_P165
107,icmp,sv_P35
55,trunk-1,sv_P279
102,st,sv_P328
100,leaf-2,sv_P14
108,bbn-rcc-mon,sv_P774
122,st,sv_P933
102,cbt,sv_P716
5,udp,sv_P257
14,leaf-1,sv_P628
103,prm,sv_P556
110,mfe-nsp,sv_P290
117,mfe-nsp,sv_P150
35,emcon,sv_P427
90,xnet,sv_P653
9,xns-idp,sv_P18
50,xnet,sv_P267
29,cbt,sv_P831
48,tcp,sv_P320
22,trunk-2,sv_P661
43,prm,sv_P538
54,netblt,sv_P99
42,bbn-rcc-mon,sv_P918
122,bbn-rcc-mon,sv_P213
101,netblt,sv_P847
99,bbn-rcc-mon,sv_P972
92,igmp,sv_P69
41,trunk-2,sv_P144
58,iso-tp4,sv_P43
103,rdp,sv_P966
104,hmp,sv_P179
14,ipv4,sv_P267
51,bbn-rcc-mon,sv_P421
45,chaos,sv_P751
127,udp,sv_P500
56,irtp,sv_P705
5,mux,sv_P36
51,pup,sv_P731
64,udp,sv_P841
105,hmp,sv_P464
135,argus,sv_P71
49,trunk-1,sv_P657
41,nvp-II,sv_P678
17,iso-tp4,sv_P124
23,icmp,sv_P991
64,irtp,sv_P484
60,udp,sv_P964
78,irtp,sv_P652
104,ipv4,sv_P826
9,leaf-2,sv_P391
122,xns-idp,sv_P558
44,emcon,sv_P248
111,tcp,sv_P883
145,chaos,sv_P962
99,emcon,sv_P227
13,leaf-2,sv_P904
56,bbn-rcc-mon,sv_P39
140,trunk-1,sv_P64
8,bbn-rcc-mon,sv_P756
145,udp,sv_P92
142,trunk-1,sv_P41
54,irtp,sv_P111
66,irtp,sv_P912
77,xns-idp,sv_P878
105,pup,sv_P196
22,mux,sv_P891
48,netblt,sv_P894
141,leaf-2,sv_P658
138,rdp,sv_P591
137,netblt,sv_P440
29,mux,sv_P926
79,argus,sv_P108
35,argus,sv_P397
120,dcn-meas,sv_P738
139,st,sv_P546
27,ggp,sv_P696
65,xns-idp,sv_P449
23,xns-idp,sv_P248
33,tcp,sv_P548
11,bbn-rcc-mon,sv_P478
116,nvp-II,sv_P816
114,hmp,sv_P541
23,emcon,sv_P132
119,xnet,sv_P455
11,xnet,sv_P969
12,nvp-II,sv_P858
34,netblt,sv_P533
5,st,sv_P382
62,cbt,sv_P204
131,iso-tp4,sv_P563
27,udp,sv_P978
39,trunk-2,sv_P935
1,udp,sv_P62
25,trunk-2,sv_P880
120,egp,sv_P572
18,igp,sv_P894
62,xnet,sv_P446
135,udp,sv_P652
113,bbn-rcc-mon,sv_P334
144,ipv4,sv_P678
71,cbt,sv_P333
109,nvp-II,sv_P540
112,leaf-1,sv_P600
145,pup,sv_P228
16,dcn-meas,sv_P34
121,icmp,sv_P70
117,udp,sv_P655
28,iso-tp4,sv_P212
58,icmp,sv_P120
102,icmp,sv_P451
145,udp,sv_P975
11,tcp,sv_P775
77,igmp,sv_P885
16,bbn-rcc-mon,sv_P252
34,igmp,sv_P568
116,xns-idp,sv_P363
91,igmp,sv_P92
92,chaos,sv_P897
136,ggp,sv_P853
64,cbt,sv_P212
143,argus,sv_P705
27,trunk-1,sv_P426
91,igp,sv_P604
51,emcon,sv_P965
130,trunk-1,sv_P860
103,ggp,sv_P117
92,xnet,sv_P644
9,igmp,sv_P968
6,ipv4,sv_P296
110,trunk-2,sv_P429
66,iso-tp4,sv_P472
46,irtp,sv_P913
90,udp,sv_P730
68,tcp,sv_P633
27,egp,sv_P947
138,icmp,sv_P770
105,pup,sv_P966
80,ggp,sv_P821
9,rdp,sv_P332
37,tcp,sv_P995
56,nvp-II,sv_P542
61,leaf-1,sv_P511
61,leaf-2,sv_P300
71,pup,sv_P837
97,st,sv_P324
131,argus,sv_P749
74,egp,sv_P422
3,iso-tp4,sv_P789
59,mfe-nsp,sv_P778
37,icmp,sv_P343
4,ipv4,sv_P565
96,egp,sv_P450
28,leaf-1,sv_P816
111,st,sv_P557
114,dcn-meas,sv_P956
145,tcp,sv_P285
10,mux,sv_P523
122,st,sv_P8
23,pup,sv_P895
122,igmp,sv_P516
75,iso-tp4,sv_P534
110,igp,sv_P928
78,leaf-1,sv_P41
34,udp,sv_P208
66,st,sv_P54
107,dcn-meas,sv_P938
82,udp,sv_P513
144,emcon,sv_P611
49,pup,sv_P721
58,mfe-nsp,sv_P116
123,argus,sv_P469
39,rdp,sv_P811
26,udp,sv_P602
1,trunk-1,sv_P331
92,rdp,sv_P165
116,xns-idp,sv_P475
126,igmp,sv_P8
140,egp,sv_P161
70,udp,sv_P403
8,netblt,sv_P180
125,iso-tp4,sv_P512
49,mux,sv_P386
68,udp,sv_P584
1,emcon,sv_P552
82,prm,sv_P102
134,egp,sv_P630
99,tcp,sv_P627
47,tcp,sv_P485
129,bbn-rcc-mon,sv_P436
43,xns-idp,sv_P974
133,st,sv_P371
13,irtp,sv_P90
22,st,sv_P691
1,mfe-nsp,sv_P419
48,udp,sv_P502
137,xns-idp,sv_P186
120,trunk-2,sv_P220
80,bbn-rcc-mon,sv_P715
87,tcp,sv_P483
30,emcon,sv_P619
14,irtp,sv_P377
135,netblt,sv_P568
128,igmp,sv_P968
134,irtp,sv_P831
46,hmp,sv_P564
72,hmp,sv_P755
17,hmp,sv_P34
43,mux,sv_P288
68,prm,sv_P269
79,netblt,sv_P434
105,trunk-2,sv_P179
145,chaos,sv_P200
34,udp,sv_P24
77,pup,sv_P913
128,tcp,sv_P879
42,leaf-2,sv_P815
46,irtp,sv_P268
49,rdp,sv_P74
15,igmp,sv_P6
53,pup,sv_P645
32,argus,sv_P496
122,tcp,sv_P741
79,udp,sv_P557
7,igmp,sv_P961
20,ggp,sv_P897
71,emcon,sv_P918
5,igmp,sv_P937
46,xnet,sv_P726
99,ggp,sv_P706
70,udp,sv_P174
132,trunk-2,sv_P165
71,prm,sv_P455
75,ggp,sv_P561
100,rdp,sv_P150
22,pup,sv_P259
90,mfe-nsp,sv_P524
127,tcp,sv_P906
29,chaos,sv_P127
131,udp,sv_P598
60,pup,sv_P372
9,udp,sv_P439
88,prm,sv_P749
135,egp,sv_P145
25,st,sv_P157
57,udp,sv_P986
145,chaos,sv_P10
145,prm,sv_P416
114,hmp,sv_P934
113,mux,sv_P756
140,netblt,sv_P485
91,cbt,sv_P821
116,st,sv_P685
105,iso-tp4,sv_P25
36,mux,sv_P485
100,nvp-II,sv_P660
3,trunk-2,sv_P974
113,icmp,sv_P712
2,xnet,sv_P698
41,nvp-II,sv_P954
114,ipv4,sv_P821
122,dcn-meas,sv_P274
128,xns-idp,sv_P154
118,st,sv_P50
37,ggp,sv_P525
145,hmp,sv_P806
82,chaos,sv_P17
98,ipv4,sv_P484
133,icmp,sv_P509
117,ggp,sv_P517
17,st,sv_P193
92,ggp,sv_P136
13,udp,sv_P982
145,egp,sv_P134
96,hmp,sv_P398
89,cbt,sv_P531
44,rdp,sv_P863
3,ggp,sv_P67
75,ggp,sv_P150
13,prm,sv_P664
36,igmp,sv_P241
52,udp,sv_P467
97,igmp,sv_P895
91,hmp,sv_P134
96,mfe-nsp,sv_P546
104,igmp,sv_P741
39,leaf-2,sv_P230
73,trunk-1,sv_P500
35,igmp,sv_P25
70,prm,sv_P330
60,irtp,sv_P656
14,irtp,sv_P101
120,prm,sv_P533
117,leaf-2,sv_P342
80,udp,sv_P361
78,chaos,sv_P339
55,hmp,sv_P868
55,rdp,sv_P652
118,trunk-1,sv_P899
24,chaos,sv_P758
38,rdp,sv_P814
69,leaf-2,sv_P597
89,hmp,sv_P489
27,emcon,sv_P861
50,nvp-II,sv_P601
147,egp,sv_P968
118,emcon,sv_P530
46,iso-tp4,sv_P646
90,xns-idp,sv_P675
29,irtp,sv_P581
50,cbt,sv_P88
115,xns-idp,sv_P460
111,pup,sv_P250
136,tcp,sv_P660
21,trunk-1,sv_P780
30,cbt,sv_P465
89,ipv4,sv_P539
14,trunk-1,sv_P822
63,tcp,sv_P475
129,st,sv_P534
83,iso-tp4,sv_P800
118,hmp,sv_P981
40,mfe-nsp,sv_P273
67,iso-tp4,sv_P635
20,xns-idp,sv_P406
30,icmp,sv_P653
37,ggp,sv_P400
120,tcp,sv_P515
37,nvp-II,sv_P272
125,leaf-1,sv_P671
91,trunk-2,sv_P16
33,icmp,sv_P885
20,prm,sv_P278
112,argus,sv_P815
61,xnet,sv_P298
125,emcon,sv_P323
38,igmp,sv_P793
133,icmp,sv_P725
20,udp,sv_P930
122,egp,sv_P287
130,tcp,sv_P646
44,nvp-II,sv_P654
82,netblt,sv_P76
95,trunk-1,sv_P374
3,udp,sv_P787
87,st,sv_P213
33,irtp,sv_P383
83,tcp,sv_P113
23,ipv4,sv_P988
96,tcp,sv_P764
65,egp,sv_P889
60,cbt,sv_P554
50,cbt,sv_P247
141,mux,sv_P329
117,chaos,sv_P407
103,xns-idp,sv_P512
47,tcp,sv_P491
15,netblt,sv_P987
72,mux,sv_P963
63,mfe-nsp,sv_P317
16,iso-tp4,sv_P321
137,mfe-nsp,sv_P442
92,bbn-rcc-mon,sv_P744
119,trunk-2,sv_P93
89,rdp,sv_P238
23,argus,sv_P18
59,emcon,sv_P982
42,igmp,sv_P192
80,xnet,sv_P548
74,trunk-2,sv_P643
92,igp,sv_P181
112,xns-idp,sv_P367
81,leaf-1,sv_P387
8,xnet,sv_P889
90,bbn-rcc-mon,sv_P163
61,ipv4,sv_P904
56,dcn-meas,sv_P40
101,xnet,sv_P309
23,igp,sv_P600
49,xns-idp,sv_P158
103,mux,sv_P655
138,mfe-nsp,sv_P341
113,netblt,sv_P545
62,mfe-nsp,sv_P813
128,tcp,sv_P619
25,ipv4,sv_P600
77,leaf-2,sv_P147
45,irtp,sv_P304
101,tcp,sv_P734
45,igp,sv_P868
67,chaos,sv_P976
80,leaf-2,sv_P345
23,udp,sv_P76
57,ipv4,sv_P902
16,trunk-1,sv_P690
96,nvp-II,sv_P925
30,chaos,sv_P120
32,dcn-meas,sv_P453
37,rdp,sv_P542
66,irtp,sv_P155
124,prm,sv_P431
137,bbn-rcc-mon,sv_P351
78,igp,sv_P857
95,xnet,sv_P126
99,trunk-1,sv_P639
143,mux,sv_P723
40,ggp,sv_P634
38,irtp,sv_P19
19,irtp,sv_P170
74,icmp,sv_P390
5,bbn-rcc-mon,sv_P297
127,trunk-1,sv_P211
75,rdp,sv_P493
122,emcon,sv_P962
104,bbn-rcc-mon,sv_P987
30,argus,sv_P68
63,mux,sv_P883
105,mfe-nsp,sv_P852
140,leaf-1,sv_P230
20,leaf-2,sv_P94
67,xns-idp,sv_P717
11,tcp,sv_P218
111,argus,sv_P352
74,irtp,sv_P69
108,bbn-rcc-mon,sv_P819
90,trunk-1,sv_P992
147,mux,sv_P662
14,mfe-nsp,sv_P6
68,leaf-2,sv_P985
40,egp,sv_P926
122,leaf-1,sv_P119
9,icmp,sv_P419
80,netblt,sv_P663
28,netblt,sv_P420
18,hmp,sv_P559
86,leaf-1,sv_P350
93,trunk-2,sv_P325
18,st,sv_P213
17,pup,sv_P262
33,mux,sv_P463
103,leaf-2,sv_P564
72,st,sv_P165
132,ipv4,sv_P209
129,ipv4,sv_P37
84,prm,sv_P843
73,ipv4,sv_P627
146,irtp,sv_P464
59,netblt,sv_P795
122,trunk-2,sv_P418
72,irtp,sv_P915
74,trunk-2,sv_P596
53,nvp-II,sv_P451
29,irtp,sv_P62
39,pup,sv_P509
143,rdp,sv_P412
63,xnet,sv_P421
55,netblt,sv_P957
137,icmp,sv_P726
111,chaos,sv_P279
146,bbn-rcc-mon,sv_P634
140,chaos,sv_P196
22,xns-idp,sv_P850
73,egp,sv_P645
68,dcn-meas,sv_P547
100,xns-idp,sv_P75
128,tcp,sv_P682
78,tcp,sv_P120
15,mux,sv_P244
111,igp,sv_P38
118,xnet,sv_P609
31,nvp-II,sv_P583
67,egp,sv_P543
77,bbn-rcc-mon,sv_P175
96,trunk-2,sv_P625
107,ipv4,sv_P797
142,tcp,sv_P436
23,tcp,sv_P158
92,iso-tp4,sv_P574
16,st,sv_P463
143,dcn-meas,sv_P418
52,udp,sv_P927
118,irtp,sv_P651
7,hmp,sv_P831
143,ggp,sv_P217
9,xns-idp,sv_P815
143,udp,sv_P327
4,irtp,sv_P245
14,udp,sv_P756
76,dcn-meas,sv_P706
98,igp,sv_P341
42,leaf-1,sv_P226
124,trunk-2,sv_P371
91,igp,sv_P968
109,tcp,sv_P503
107,leaf-2,sv_P584
74,udp,sv_P131
137,dcn-meas,sv_P496
140,mux,sv_P99
47,argus,sv_P60
87,rdp,sv_P369
8,bbn-rcc-mon,sv_P812
22,prm,sv_P906
113,prm,sv_P438
22,nvp-II,sv_P906
118,trunk-2,sv_P717
116,igmp,sv_P196
123,bbn-rcc-mon,sv_P58
72,st,sv_P236
79,irtp,sv_P566
9,icmp,sv_P590
113,leaf-1,sv_P299
62,netblt,sv_P478
96,mfe-nsp,sv_P622
86,irtp,sv_P653
100,bbn-rcc-mon,sv_P412
138,cbt,sv_P726
12,mfe-nsp,sv_P298
14,tcp,sv_P744
104,nvp-II,sv_P794
114,mux,sv_P258
56,irtp,sv_P838
140,chaos,sv_P208
11,cbt,sv_P167
9,ipv4,sv_P634
116,iso-tp4,sv_P84
86,leaf-2,sv_P450
94,tcp,sv_P694
113,nvp-II,sv_P371
37,rdp,sv_P666
142,emcon,sv_P710
90,mfe-nsp,sv_P526
74,udp,sv_P364
14,leaf-2,sv_P836
146,trunk-2,sv_P20
123,udp,sv_P407
33,prm,sv_P309
114,nvp-II,sv_P875
35,udp,sv_P827
80,nvp-II,sv_P979
68,udp,sv_P699
20,iso-tp4,sv_P798
73,udp,sv_P443
116,trunk-2,sv_P517
23,icmp,sv_P132
4,ipv4,sv_P265
30,bbn-rcc-mon,sv_P368
43,igp,sv_P18
130,argus,sv_P982
147,udp,sv_P489
113,igp,sv_P697
48,trunk-2,sv_P404
64,ipv4,sv_P632
85,bbn-rcc-mon,sv_P245
18,prm,sv_P498
63,dcn-meas,sv_P480
53,udp,sv_P672
15,pup,sv_P729
46,xnet,sv_P304
62,prm,sv_P2
49,xnet,sv_P949
9,chaos,sv_P38
29,leaf-1,sv_P976
126,rdp,sv_P76
26,udp,sv_P438
82,irtp,sv_P580
50,trunk-1,sv_P79
77,iso-tp4,sv_P743
14,mux,sv_P735
70,igp,sv_P883
139,udp,sv_P55
37,leaf-2,sv_P441
54,leaf-1,sv_P517
133,igmp,sv_P942
0,igmp,sv_P208
140,icmp,sv_P344
41,mux,sv_P95
40,icmp,sv_P382
38,ipv4,sv_P15
70,udp,sv_P90
89,tcp,sv_P139
107,udp,sv_P240
116,prm,sv_P156
115,tcp,sv_P112
61,xnet,sv_P405
128,egp,sv_P126
113,ipv4,sv_P307
36,dcn-meas,sv_P609
41,egp,sv_P275
108,st,sv_P232
139,prm,sv_P708
3,leaf-2,sv_P358
52,icmp,sv_P38
111,irtp,sv_P928
13,nvp-II,sv_P163
129,igp,sv_P92
21,leaf-1,sv_P404
73,bbn-rcc-mon,sv_P21
4,xns-idp,sv_P55
46,emcon,sv_P523
58,udp,sv_P341
142,tcp,sv_P352
96,prm,sv_P528
145,igmp,sv_P183
96,chaos,sv_P189
70,dcn-meas,sv_P938
136,chaos,sv_P989
96,iso-tp4,sv_P156
82,irtp,sv_P540
7,bbn-rcc-mon,sv_P555
13,leaf-2,sv_P312
27,tcp,sv_P240
29,udp,sv_P323
3,igmp,sv_P411
50,dcn-meas,sv_P24
67,emcon,sv_P774
89,argus,sv_P344
83,igp,sv_P748
83,ipv4,sv_P347
63,igmp,sv_P84
49,leaf-1,sv_P170
30,dcn-meas,sv_P614
8,trunk-2,sv_P83
50,chaos,sv_P881
46,egp,sv_P830
147,rdp,sv_P941
8,hmp,sv_P451
111,st,sv_P635
141,cbt,sv_P896
113,xnet,sv_P153
137,bbn-rcc-mon,sv_P532
95,emcon,sv_P606
130,argus,sv_P50
93,udp,sv_P940
105,pup,sv_P201
69,ipv4,sv_P236
41,udp,sv_P671
32,mux,sv_P195
116,rdp,sv_P698
42,dcn-meas,sv_P452
37,igp,sv_P847
65,trunk-2,sv_P541
28,leaf-2,sv_P23
83,tcp,sv_P724
37,bbn-rcc-mon,sv_P756
95,prm,sv_P284
67,udp,sv_P820
126,st,sv_P885
99,emcon,sv_P295
131,ggp,sv_P215
57,udp,sv_P742
50,pup,sv_P362
6,iso-tp4,sv_P53
98,ipv4,sv_P681
55,trunk-1,sv_P40
48,st,sv_P901
59,irtp,sv_P807
139,irtp,sv_P717
130,icmp,sv_P903
145,hmp,sv_P396
52,udp,sv_P272
68,icmp,sv_P158
83,prm,sv_P800
81,udp,sv_P906
67,igmp,sv_P457
43,pup,sv_P7
133,trunk-1,sv_P913
27,tcp,sv_P392
13,irtp,sv_P776
110,st,sv_P425
130,udp,sv_P587
106,prm,sv_P101
37,rdp,sv_P294
68,leaf-2,sv_P987
70,egp,sv_P608
19,dcn-meas,sv_P823
91,igp,sv_P406
35,dcn-meas,sv_P539
92,mux,sv_P990
39,leaf-2,sv_P586
136,iso-tp4,sv_P235
5,dcn-meas,sv_P774
63,ipv4,sv_P980
27,tcp,sv_P396
1,mfe-nsp,sv_P142
59,igp,sv_P979
73,udp,sv_P672
43,leaf-2,sv_P648
147,leaf-1,sv_P125
94,bbn-rcc-mon,sv_P755
98,mux,sv_P400
70,leaf-2,sv_P913
8,ipv4,sv_P684
143,xnet,sv_P803
31,nvp-II,sv_P325
82,prm,sv_P465
86,st,sv_P696
134,prm,sv_P635
140,dcn-meas,sv_P602
84,argus,sv_P147
26,prm,sv_P647
37,xns-idp,sv_P699
11,tcp,sv_P706
85,igp,sv_P17
143,ipv4,sv_P982
88,prm,sv_P230
55,argus,sv_P623
0,udp,sv_P339
37,argus,sv_P10
52,argus,sv_P963
23,trunk-2,sv_P973
14,iso-tp4,sv_P693
123,emcon,sv_P682
46,egp,sv_P392
75,ggp,sv_P571
88,irtp,sv_P367
4,tcp,sv_P952
53,leaf-2,sv_P808
124,mux,sv_P290
122,egp,sv_P73
44,netblt,sv_P403
94,xns-idp,sv_P683
26,st,sv_P300
93,netblt,sv_P286
22,leaf-1,sv_P648
128,prm,sv_P138
49,chaos,sv_P830
69,icmp,sv_P364
44,igp,sv_P25
123,hmp,sv_P918
133,nvp-II,sv_P937
3,egp,sv_P54
135,bbn-rcc-mon,sv_P51
63,emcon,sv_P665
35,ipv4,sv_P94
89,igp,sv_P789
55,hmp,sv_P937
63,igp,sv_P941
135,igmp,sv_P90
82,udp,sv_P354
52,igmp,sv_P221
121,icmp,sv_P574
88,rdp,sv_P324
122,dcn-meas,sv_P546
16,xns-idp,sv_P366
51,udp,sv_P77
48,hmp,sv_P86
73,pup,sv_P903
147,trunk-1,sv_P253
37,dcn-meas,sv_P347
125,xns-idp,sv_P838
131,tcp,sv_P709
45,egp,sv_P41
58,st,sv_P831
69,igmp,sv_P340
2,leaf-2,sv_P624
120,iso-tp4,sv_P942
57,bbn-rcc-mon,sv_P345
119,leaf-2,sv_P466
81,xnet,sv_P96
83,icmp,sv_P624
43,bbn-rcc-mon,sv_P241
44,pup,sv_P697
77,st,sv_P680
53,argus,sv_P375
46,prm,sv_P506
92,dcn-meas,sv_P429
10,ggp,sv_P989
146,st,sv_P64
65,udp,sv_P686
113,icmp,sv_P366
140,leaf-2,sv_P523
31,igp,sv_P565
124,xns-idp,sv_P142
124,prm,sv_P507
45,hmp,sv_P715
101,dcn-meas,sv_P100
16,hmp,sv_P979
11,st,sv_P469
132,xnet,sv_P748
17,ipv4,sv_P16
0,tcp,sv_P141
102,mfe-nsp,sv_P678
61,hmp,sv_P338
98,trunk-1,sv_P986
32,tcp,sv_P368
103,tcp,sv_P859
82,mfe-nsp,sv_P533
133,bbn-rcc-mon,sv_P839
28,xnet,sv_P506
117,tcp,sv_P601
17,igp,sv_P950
14,iso-tp4,sv_P962
32,udp,sv_P88
43,xnet,sv_P228
96,xns-idp,sv_P92
118,trunk-2,sv_P81
86,trunk-1,sv_P526
5,ggp,sv_P805
8,mux,sv_P806
121,chaos,sv_P679
67,tcp,sv_P3
26,mux,sv_P64
136,mux,sv_P818
96,leaf-1,sv_P987
122,ggp,sv_P295
115,igp,sv_P772
108,mux,sv_P574
143,st,sv_P810
78,egp,sv_P434
128,leaf-1,sv_P682
66,leaf-1,sv_P769
40,iso-tp4,sv_P621
4,udp,sv_P967
81,dcn-meas,sv_P887
14,chaos,sv_P610
37,mfe-nsp,sv_P970
62,igmp,sv_P830
98,st,sv_P458
106,udp,sv_P410
60,irtp,sv_P462
75,tcp,sv_P785
128,leaf-2,sv_P187
46,iso-tp4,sv_P225
100,mux,sv_P540
18,udp,sv_P56
130,ggp,sv_P331
68,icmp,sv_P665
102,pup,sv_P873
10,tcp,sv_P24
61,igmp,sv_P827
36,hmp,sv_P31
21,st,sv_P768
19,nvp-II,sv_P885
14,iso-tp4,sv_P266
27,irtp,sv_P905
113,trunk-2,sv_P176
8,ggp,sv_P767
83,icmp,sv_P590
74,dcn-meas,sv_P598
54,icmp,sv_P757
138,tcp,sv_P196
78,cbt,sv_P821
124,icmp,sv_P83
95,igp,sv_P890
28,st,sv_P783
23,igmp,sv_P867
29,ggp,sv_P309
129,tcp,sv_P513
9,argus,sv_P9
27,bbn-rcc-mon,sv_P379
57,ggp,sv_P958
88,xns-idp,sv_P922
27,icmp,sv_P581
68,leaf-1,sv_P161
142,hmp,sv_P939
115,xns-idp,sv_P131
139,dcn-meas,sv_P325
52,nvp-II,sv_P715
103,prm,sv_P498
118,mfe-nsp,sv_P982
78,irtp,sv_P353
42,trunk-1,sv_P485
44,rdp,sv_P5
118,igmp,sv_P592
73,argus,sv_P585
39,mux,sv_P358
73,cbt,sv_P656
127,chaos,sv_P867
87,tcp,sv_P817
136,igmp,sv_P89
94,dcn-meas,sv_P78
142,iso-tp4,sv_P528
29,bbn-rcc-mon,sv_P775
29,emcon,sv_P395
38,hmp,sv_P735
72,chaos,sv_P959
118,udp,sv_P963
128,dcn-meas,sv_P879
94,tcp,sv_P380
82,irtp,sv_P352
17,ggp,sv_P316
120,mfe-nsp,sv_P980
101,cbt,sv_P763
73,tcp,sv_P204
80,irtp,sv_P39
32,udp,sv_P91
113,igp,sv_P850
109,ggp,sv_P494
30,bbn-rcc-mon,sv_P514
53,pup,sv_P726
29,mux,sv_P39
101,mux,sv_P520
132,dcn-meas,sv_P783
6,dcn-meas,sv_P351
90,mfe-nsp,sv_P160
51,udp,sv_P892
39,trunk-1,sv_P318
25,udp,sv_P863
31,mux,sv_P505
20,trunk-1,sv_P472
53,igmp,sv_P729
144,xns-idp,sv_P649
121,tcp,sv_P218
115,cbt,sv_P392
117,netblt,sv_P467
92,st,sv_P890
35,hmp,sv_P669
48,xnet,sv_P984
118,igmp,sv_P452
124,udp,sv_P759
104,rdp,sv_P132
94,igmp,sv_P993
127,hmp,sv_P489
91,hmp,sv_P364
58,pup,sv_P109
60,iso-tp4,sv_P129
48,dcn-meas,sv_P570
88,xns-idp,sv_P179
115,udp,sv_P882
74,ggp,sv_P326
124,icmp,sv_P836
78,bbn-rcc-mon,sv_P892
21,leaf-2,sv_P487
84,xnet,sv_P336
71,igp,sv_P22
46,rdp,sv_P356
71,emcon,sv_P426
16,dcn-meas,sv_P564
25,pup,sv_P203
43,st,sv_P750
147,tcp,sv_P79
47,trunk-2,sv_P588
17,ggp,sv_P619
18,xnet,sv_P554
44,ggp,sv_P716
144,ggp,sv_P768
38,leaf-2,sv_P311
52,igmp,sv_P240
30,irtp,sv_P659
8,bbn-rcc-mon,sv_P51
103,igp,sv_P539
1,egp,sv_P794
40,tcp,sv_P231
37,cbt,sv_P850
46,ggp,sv_P589
137,prm,sv_P468
7,leaf-2,sv_P484
108,bbn-rcc-mon,sv_P434
111,mux,sv_P724
46,trunk-1,sv_P399
22,xnet,sv_P358
72,mux,sv_P7
23,bbn-rcc-mon,sv_P407
38,irtp,sv_P189
112,trunk-2,sv_P774
75,bbn-rcc-mon,sv_P376
14,iso-tp4,sv_P866
1,cbt,sv_P923
53,st,sv_P815
128,ggp,sv_P347
56,cbt,sv_P999
91,irtp,sv_P661
49,irtp,sv_P168
87,cbt,sv_P612
79,tcp,sv_P57
132,ggp,sv_P897
143,dcn-meas,sv_P866
22,egp,sv_P926
121,udp,sv_P918
29,nvp-II,sv_P730
133,ggp,sv_P623
34,mfe-nsp,sv_P369
97,udp,sv_P625
49,xns-idp,sv_P538
62,mfe-nsp,sv_P996
103,bbn-rcc-mon,sv_P823
82,leaf-1,sv_P506
65,hmp,sv_P697
26,hmp,sv_P303
75,bbn-rcc-mon,sv_P251
62,tcp,sv_P339
13,netblt,sv_P911
114,cbt,sv_P987
115,icmp,sv_P901
65,mux,sv_P98
120,pup,sv_P159
8,mfe-nsp,sv_P11
139,igp,sv_P82
110,argus,sv_P916
44,prm,sv_P596
83,icmp,sv_P745
94,xnet,sv_P552
95,igmp,sv_P570
66,rdp,sv_P477
24,leaf-2,sv_P480
73,netblt,sv_P166
75,dcn-meas,sv_P796
22,st,sv_P531
29,emcon,sv_P188
141,trunk-1,sv_P542
13,trunk-1,sv_P404
105,mux,sv_P212
58,ipv4,sv_P123
115,st,sv_P20
112,udp,sv_P251
136,egp,sv_P199
55,argus,sv_P544
80,igp,sv_P837
132,pup,sv_P772
98,icmp,sv_P462
11,bbn-rcc-mon,sv_P763
51,dcn-meas,sv_P352
62,mux,sv_P126
98,icmp,sv_P889
112,tcp,sv_P247
101,bbn-rcc-mon,sv_P785
100,emcon,sv_P689
58,netblt,sv_P927
13,udp,sv_P86
80,ggp,sv_P142
34,udp,sv_P121
13,udp,sv_P52
74,cbt,sv_P566
44,rdp,sv_P573
15,prm,sv_P920
55,bbn-rcc-mon,sv_P515
143,ipv4,sv_P341
146,hmp,sv_P908
13,irtp,sv_P576
10,udp,sv_P95
15,chaos,sv_P866
99,irtp,sv_P592
96,igp,sv_P751
73,chaos,sv_P140
84,tcp,sv_P811
79,udp,sv_P566
100,ipv4,sv_P147
104,pup,sv_P160
61,igp,sv_P482
8,trunk-1,sv_P136
144,egp,sv_P147
145,emcon,sv_P162
68,mfe-nsp,sv_P237
54,chaos,sv_P689
138,hmp,sv_P781
146,tcp,sv_P527
42,emcon,sv_P186
84,rdp,sv_P243
76,pup,sv_P270
133,argus,sv_P711
118,emcon,sv_P831
107,irtp,sv_P306
98,ipv4,sv_P638
27,pup,sv_P981
145,igp,sv_P906
31,xns-idp,sv_P296
69,pup,sv_P773
91,rdp,sv_P459
17,leaf-1,sv_P848
60,rdp,sv_P251
85,egp,sv_P273
8,tcp,sv_P332
66,bbn-rcc-mon,sv_P697
54,trunk-1,sv_P517
65,tcp,sv_P501
10,iso-tp4,sv_P675
79,tcp,sv_P581
1,iso-tp4,sv_P669
59,prm,sv_P852
